1.7	1.155	1.7	0.23596	1.7	0.17745	1.7	0.16686	1.7	0.66035	1.7	0.42602	1.7	0.84618	1.7	0.24585	1.7	0.081158	1.7	0.15844	1.7	0.23035	1.7	0.27034	1.7	0.33533	1.7	0.48299
1.72	0.58492	1.72	0.16835	1.72	0.37637	1.72	0.22889	1.72	0.45012	1.72	0.41347	1.72	0.59277	1.72	0.29245	1.72	0.15893	1.72	0.10806	1.72	0.20217	1.72	0.27975	1.72	0.26987	1.72	0.78361
1.74	0.39459	1.74	0.11103	1.74	0.22052	1.74	0.36916	1.74	0.33451	1.74	0.29572	1.74	1.2857	1.74	0.2092	1.74	0.21946	1.74	0.26415	1.74	0.16992	1.74	0.258	1.74	0.49684	1.74	0.86614
1.76	0.48173	1.76	0.074348	1.76	0.074365	1.76	0.30023	1.76	0.37118	1.76	0.20137	1.76	0.35741	1.76	0.48124	1.76	0.27595	1.76	0.28194	1.76	0.19862	1.76	0.11277	1.76	0.42024	1.76	0.37969
1.78	0.98462	1.78	0.13645	1.78	0.28664	1.78	0.51876	1.78	0.46441	1.78	0.19849	1.78	0.34947	1.78	0.21077	1.78	0.15206	1.78	0.2144	1.78	0.19579	1.78	0.15462	1.78	0.3054	1.78	0.58138
1.8	0.38962	1.8	0.1921	1.8	0.26787	1.8	0.20169	1.8	0.41813	1.8	0.30103	1.8	0.43902	1.8	0.064188	1.8	0.095797	1.8	0.16233	1.8	0.31079	1.8	0.14542	1.8	0.38919	1.8	0.4188
1.82	1.0683	1.82	0.252	1.82	0.2341	1.82	0.20047	1.82	0.20997	1.82	0.045783	1.82	0.21144	1.82	0.18812	1.82	0.14717	1.82	0.043874	1.82	0.065751	1.82	0.23675	1.82	0.32833	1.82	0.93819
1.84	0.28839	1.84	0.3093	1.84	0.36305	1.84	0.40191	1.84	0.67428	1.84	0.14217	1.84	0.6016	1.84	0.1876	1.84	0.042247	1.84	0.13271	1.84	0.071241	1.84	0.26283	1.84	0.17046	1.84	0.23806
1.86	0.42179	1.86	0.24609	1.86	0.31353	1.86	0.094327	1.86	0.37945	1.86	0.067012	1.86	0.43099	1.86	0.32279	1.86	0.16744	1.86	0.34038	1.86	0.25458	1.86	0.099064	1.86	0.20428	1.86	0.52189
1.88	0.35131	1.88	0.049102	1.88	0.37406	1.88	0.23124	1.88	0.21925	1.88	0.2716	1.88	0.32147	1.88	0.24245	1.88	0.085643	1.88	0.068678	1.88	0.21524	1.88	0.071756	1.88	0.088702	1.88	0.16989
1.9	0.24647	1.9	0.25013	1.9	0.066552	1.9	0.27956	1.9	0.45799	1.9	0.12965	1.9	0.58441	1.9	0.1626	1.9	0.098632	1.9	0.1847	1.9	0.14002	1.9	0.13072	1.9	0.34731	1.9	0.63392
1.92	0.43985	1.92	0.16934	1.92	0.26443	1.92	0.23813	1.92	0.39203	1.92	0.2697	1.92	0.27453	1.92	0.25607	1.92	0.11308	1.92	0.17863	1.92	0.052891	1.92	0.13256	1.92	0.6551	1.92	0.49712
1.94	0.77166	1.94	0.12999	1.94	0.21351	1.94	0.26423	1.94	0.22958	1.94	0.20633	1.94	0.38462	1.94	0.13222	1.94	0.23205	1.94	0.11342	1.94	0.17588	1.94	0.2236	1.94	0.23655	1.94	0.26965
1.96	0.69453	1.96	0.14964	1.96	0.10869	1.96	0.18154	1.96	0.39616	1.96	0.10373	1.96	0.17502	1.96	0.17139	1.96	0.13188	1.96	0.083635	1.96	0.12236	1.96	0.26203	1.96	0.091148	1.96	0.20754
1.98	0.53693	1.98	0.10876	1.98	0.15946	1.98	0.16601	1.98	0.23001	1.98	0.15863	1.98	0.54395	1.98	0.39669	1.98	0.20559	1.98	0.09663	1.98	0.044343	1.98	0.15225	1.98	0.095305	1.98	0.16236
2	0.70729	2	0.14352	2	0.18506	2	0.48604	2	0.21424	2	0.21902	2	0.16297	2	0.30016	2	0.30368	2	0.18737	2	0.11777	2	0.22954	2	0.10391	2	0.43607
2.02	0.46423	2.02	0.23733	2.02	0.34491	2.02	0.1963	2.02	0.28079	2.02	0.10986	2.02	0.66878	2.02	0.12696	2.02	0.16608	2.02	0.12462	2.02	0.092023	2.02	0.13612	2.02	0.20989	2.02	0.44134
2.04	0.15839	2.04	0.11515	2.04	0.39868	2.04	0.091242	2.04	0.51012	2.04	0.16691	2.04	0.22594	2.04	0.27216	2.04	0.090212	2.04	0.085599	2.04	0.11503	2.04	0.18999	2.04	0.13366	2.04	0.13479
2.06	0.32384	2.06	0.15587	2.06	0.21046	2.06	0.15157	2.06	0.169	2.06	0.20223	2.06	0.45864	2.06	0.072033	2.06	0.19254	2.06	0.19477	2.06	0.11716	2.06	0.20895	2.06	0.1742	2.06	0.21716
2.08	0.3118	2.08	0.11616	2.08	0.17794	2.08	0.28289	2.08	0.2686	2.08	0.16372	2.08	0.35243	2.08	0.38395	2.08	0.20884	2.08	0.11386	2.08	0.0080653	2.08	0.091558	2.08	0.19496	2.08	0.39751
2.1	0.20108	2.1	0.16953	2.1	0.32716	2.1	0.20541	2.1	0.40524	2.1	0.2555	2.1	0.39957	2.1	0.20982	2.1	0.2171	2.1	0.11449	2.1	0.045968	2.1	0.28561	2.1	0.20621	2.1	0.11045
2.12	0.60625	2.12	0.12366	2.12	0.12559	2.12	0.20302	2.12	0.35447	2.12	0.056105	2.12	0.32952	2.12	0.2136	2.12	0.13964	2.12	0.051226	2.12	0.073465	2.12	0.071596	2.12	0.22163	2.12	0.28969
2.14	0.20337	2.14	0.14256	2.14	0.13521	2.14	0.31503	2.14	0.19891	2.14	0.063752	2.14	0.23013	2.14	0.38542	2.14	0.1557	2.14	0.21668	2.14	0.18448	2.14	0.12639	2.14	0.20251	2.14	0.15138
2.16	0.47791	2.16	0.073171	2.16	0.05864	2.16	0.22797	2.16	0.39309	2.16	0.088127	2.16	0.2658	2.16	0.20242	2.16	0.082803	2.16	0.15968	2.16	0.045014	2.16	0.12601	2.16	0.34435	2.16	0.43862
2.18	0.26262	2.18	0.043983	2.18	0.26546	2.18	0.26126	2.18	0.15489	2.18	0.078039	2.18	0.31133	2.18	0.14673	2.18	0.13762	2.18	0.066274	2.18	0.20324	2.18	0.11731	2.18	0.09305	2.18	0.19666
2.2	0.28267	2.2	0.13944	2.2	0.11454	2.2	0.29698	2.2	0.30098	2.2	0.29057	2.2	0.092028	2.2	0.055457	2.2	0.10948	2.2	0.074496	2.2	0.18422	2.2	0.13206	2.2	0.21922	2.2	0.22682
2.22	0.19993	2.22	0.090483	2.22	0.085442	2.22	0.12804	2.22	0.19417	2.22	0.1915	2.22	0.28817	2.22	0.19338	2.22	0.10968	2.22	0.099173	2.22	0.14693	2.22	0.19182	2.22	0.20036	2.22	0.11845
2.24	0.16256	2.24	0.14102	2.24	0.24261	2.24	0.20306	2.24	0.27387	2.24	0.1065	2.24	0.16043	2.24	0.12091	2.24	0.1202	2.24	0.32538	2.24	0.20851	2.24	0.059278	2.24	0.085418	2.24	0.32895
2.26	0.25632	2.26	0.13309	2.26	0.32911	2.26	0.33273	2.26	0.29447	2.26	0.14821	2.26	0.4708	2.26	0.18041	2.26	0.056411	2.26	0.092442	2.26	0.15965	2.26	0.14121	2.26	0.19712	2.26	0.16753
2.28	0.36749	2.28	0.035247	2.28	0.082378	2.28	0.17361	2.28	0.58255	2.28	0.056331	2.28	0.16649	2.28	0.24506	2.28	0.16142	2.28	0.17151	2.28	0.041961	2.28	0.093138	2.28	0.26855	2.28	0.15883
